index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,reconstructed_0,reconstructed_1,reconstructed_2,reconstructed_3,reconstructed_4,reconstructed_5,reconstructed_6,reconstructed_7,reconstructed_8,reconstructed_9,reconstructed_10,reconstructed_11,reconstructed_12,reconstructed_13,reconstructed_14,reconstructed_15,reconstructed_16,reconstructed_17,reconstructed_18,reconstructed_19
10,-1.26849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,1.63813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,1.5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032675,0,0,0,0,0,0,0,0,0,1.5586,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0.764066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151902,0,0,0,0,0,0,0,0,0,0,0.764066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,-0.792351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.260975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,-0.893044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00187221,0,0,0,0,0,0,0,0,0,-0.893044,0,0,0,0,0,0,0,0,0,0,0
17,1.55048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,-1.36135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0.752692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,1.51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,-0.348272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,-0.711895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,-1.10609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00217306,0,0,0,0,0,0,0,0,-1.10609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207603,0,0,0,0,0,0,0,0,0,0,0,0.000396189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207603,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0.886414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,1.07361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59667,0,0,0,0,0,0,0,0,0,0,0,0.00304709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59667,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807088,0,0,0,0,0,0,0,0,0,0,0,0.000154024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807088,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55028,0,0,0,0,0,0,-0.00327755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55028,0
31,0,0,0,0,0,0,0,-0.285247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000570494,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285247,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,-0.502127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000986497,0,0,0,0,0,0,0,0,-0.502127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292813,0,0,0,0,0,0,0,0,0,0,0,0.000558804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292813,0,0
34,0,0,0,0,0,0,0,0,0,0,0,-1.3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,1.44362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302646,0,0,0,0,0,0,0,0,0,1.44362,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,-0.452406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00094844,0,0,0,0,0,0,0,0,0,-0.452406,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,1.70546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0.517671,0,0,0,0,0,0,0,0,0,0,0,0.0010458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517671,0,0,0,0,0,0,0
39,0.594735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0.0418097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0.0394378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28526e-05,0,0,0,0,0,0,0,0,0,0,0,0.0394378,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0.273191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0.236763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,-1.15799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00243276,0,0,0,0,0,0,0,0,0,0,0,-1.15799,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.937622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274945,0,0,0,0,0,6.30607e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274945,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864643,0,0,0,0,0,0,0.00177181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864643,0,0,0,0
50,0,0,0,0,0,0,0,0,0,1.22067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256443,0,0,0,0,0,0,0,0,0,0,0,1.22067,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.260439,0,0,0,0,0,0,0,0,0,0,0,-0.000497021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.260439,0,0
52,0,0,0,0,-1.31164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763985,0,0,0,0,0,0,0.00156554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763985,0,0,0,0
55,0,0,0,0,0,-1.73793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00341441,0,0,0,0,0,0,0,0,-1.73793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30965,0,0,0,0,0,0,0,0,0,0,0,0.00249932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30965,0,0
57,0,0,0,-1.50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47515,0,0,0,0,0,-0.00338336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47515,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40996,0,0,0,0,0,0,-0.00298088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40996,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.915129,0,0,0,0,0,0,0,0,0,0,0,-0.00174643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.915129,0,0
61,0,0,0,0,0,0,0,0,0,-1.79076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0037621,0,0,0,0,0,0,0,0,0,0,0,-1.79076,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00441,0,0,0,0,0,0,0,0,0,0,0,0.0019168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00441,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.952358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,1.04081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0.138016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0034693,0,0,0,0,0,-7.95712e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0034693,0,0,0,0,0
67,0,0,0,0,0,0,0,0,-1.40572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002947,0,0,0,0,0,0,0,0,0,-1.40572,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,1.10597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,-1.50821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-0.568943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56207,0,0,0,0,0,0,0.00320096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56207,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629723,0,0,0,0,0,0,0.000129042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629723,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.867907,0,0,0,0,0,0,0,0,0,0,0,-0.00165631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.867907,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07398,0,0,0,0,0,0,0,0,0,0,0,0.00204957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07398,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0.45245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04808,0,0,0,0,0,0,0,0,0,0,0,-0.00200015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04808,0,0
79,0,0,0,0,0,0,0,0,-0.600321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125854,0,0,0,0,0,0,0,0,0,-0.600321,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,1.12624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15316,0,0,0,0,0,0,0,0,0,0,0,-0.00220069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15316,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,1.48613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,-1.35388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.788702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,-1.27014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00266837,0,0,0,0,0,0,0,0,0,0,0,-1.27014,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,-0.443481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000931683,0,0,0,0,0,0,0,0,0,0,0,-0.443481,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0.922687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00104782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,-1.27476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0.732203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,-0.776481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70075,0,0,0,0,0,0,0.00143596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70075,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0.452018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000949618,0,0,0,0,0,0,0,0,0,0,0,0.452018,0,0,0,0,0,0,0,0,0,0
95,0,0,0.855761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170131,0,0,0,0,0,0,0,0,0,0,0.855761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,-1.60684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.70561,0,0,0,0,0,0,-0.0034951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.70561,0,0,0,0
98,0,0,0,0,0,0,0,0,0,-1.67748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00352411,0,0,0,0,0,0,0,0,0,0,0,-1.67748,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04051,0,0,0,0,0,-0.00238648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04051,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,-0.0994261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000208878,0,0,0,0,0,0,0,0,0,0,0,-0.0994261,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66648,0,0,0,0,0,0,-0.00341492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66648,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.942387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,-0.379999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0.0212312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,-1.37959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00274273,0,0,0,0,0,0,0,0,0,0,-1.37959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.924816,0,0,0,0,0,0,0,0,0,0,0,-0.00176492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.924816,0,0
107,0,0,0,-0.436471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.641944,0,0,0,0,0,-0.00147235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.641944,0,0,0,0,0
109,0,0,0,0,0,0,-0.544921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,-0.0144138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,1.64676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345958,0,0,0,0,0,0,0,0,0,0,0,1.64676,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,-1.55829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,-0.436077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,-1.24091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00248183,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24091,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0.984757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206448,0,0,0,0,0,0,0,0,0,0.984757,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,-1.63654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00327307,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.63654,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,-1.10594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00221188,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.10594,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0.0669604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140673,0,0,0,0,0,0,0,0,0,0,0,0.0669604,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
